0.011  3.95602e-06 3.99824
0.021  2.75378e-05 3.99398
0.031  8.85556e-05 3.98708
0.041  0.000204761 3.97755
0.051  0.000393819 3.96539
0.061  0.000673279 3.95062
0.071  0.00106055 3.93325
0.081  0.00157286 3.91332
0.091  0.00222727 3.89084
0.101  0.00304056 3.86584
0.111  0.00402932 3.83835
0.121  0.0052098 3.80842
0.131  0.00659797 3.77607
0.141  0.00820947 3.74134
0.151  0.0100596 3.70429
0.161  0.0121631 3.66495
0.171  0.0145345 3.62338
0.181  0.0171879 3.57963
0.191  0.0201366 3.53376
0.201  0.0233939 3.48582
0.211  0.026972 3.43587
0.221  0.030883 3.38398
0.231  0.0351382 3.33022
0.241  0.0397484 3.27465
0.251  0.0447235 3.21734
0.261  0.0500731 3.15837
0.271  0.0558059 3.09781
0.281  0.0619299 3.03574
0.291  0.0684522 2.97224
0.301  0.0753795 2.9074
0.311  0.0827173 2.84129
0.321  0.0904704 2.77401
0.331  0.098643 2.70563
0.341  0.107238 2.63625
0.351  0.116257 2.56596
0.361  0.125703 2.49485
0.371  0.135574 2.42302
0.381  0.145871 2.35056
0.391  0.156591 2.27756
0.401  0.167732 2.20412
0.411  0.17929 2.13034
0.421  0.191259 2.05631
0.431  0.203634 1.98214
0.441  0.216406 1.90793
0.451  0.229569 1.83377
0.461  0.243111 1.75976
0.471  0.257021 1.68601
0.481  0.271288 1.61262
0.491  0.285896 1.53968
0.501  0.300832 1.46729
0.511  0.316079 1.39556
0.521  0.331618 1.32459
0.531  0.34743 1.25446
0.541  0.363493 1.18529
0.551  0.379786 1.11716
0.561  0.396283 1.05018
0.571  0.412959 0.984437
0.581  0.429785 0.920027
0.591  0.446732 0.857044
0.601  0.463768 0.795577
0.611  0.48086 0.735719
0.621  0.497971 0.677557
0.631  0.515063 0.621179
0.641  0.532096 0.566669
0.651  0.549027 0.514113
0.661  0.56581 0.463591
0.671  0.582396 0.415186
0.681  0.598734 0.368977
0.691  0.614768 0.32504
0.701  0.630439 0.283454
0.711  0.645683 0.244295
0.721  0.660432 0.207638
0.731  0.67461 0.173561
0.741  0.688137 0.142142
0.751  0.700922 0.113462
0.761  0.712863 0.087611
0.771  0.723845 0.064686
0.781  0.733732 0.0448037
0.791  0.742357 0.0281115
0.801  0.749505 0.0148165
0.811  0.754855 0.00526465
