0.011  1.59827e-05 3.97105
0.021  0.000110572 3.90206
0.031  0.000351348 3.79331
0.041  0.000798898 3.64873
0.051  0.00150416 3.47348
0.061  0.00250648 3.27356
0.071  0.0038324 3.05534
0.081  0.00549535 2.82524
0.091  0.00749603 2.58936
0.101  0.00982342 2.35326
0.111  0.0124564 2.12174
0.121  0.0153655 1.89877
0.131  0.0185152 1.68741
0.141  0.0218654 1.48985
0.151  0.0253742 1.30752
0.161  0.0289989 1.14113
0.171  0.0326977 0.990818
0.181  0.036431 0.856257
0.191  0.0401622 0.736779
0.201  0.0438584 0.631469
0.211  0.0474904 0.539256
0.221  0.0510334 0.458987
0.231  0.0544665 0.389485
0.241  0.0577731 0.329591
0.251  0.0609399 0.278198
0.261  0.0639574 0.234266
0.271  0.066819 0.196843
0.281  0.0695207 0.165061
0.291  0.072061 0.138146
0.301  0.0744405 0.115411
0.311  0.0766612 0.0962491
0.321  0.0787267 0.0801336
0.331  0.0806416 0.066606
0.341  0.0824113 0.0552712
0.351  0.0840419 0.0457896
0.361  0.08554 0.0378708
0.371  0.0869125 0.0312675
0.381  0.0881662 0.0257693
0.391  0.0893084 0.0211981
0.401  0.090346 0.0174032
0.411  0.0912859 0.0142575
0.421  0.092135 0.0116542
0.431  0.0928998 0.00950309
0.441  0.0935866 0.00772881
0.451  0.0942014 0.00626803
0.461  0.0947501 0.00506773
0.471  0.095238 0.00408358
0.481  0.0956705 0.00327854
0.491  0.0960523 0.0026217
0.501  0.0963881 0.00208727
0.511  0.0966821 0.0016538
0.521  0.0969383 0.00130341
0.531  0.0971606 0.00102125
0.541  0.0973524 0.000794998
0.551  0.0975169 0.000614429
0.561  0.0976571 0.000471079
0.571  0.0977758 0.00035795
0.581  0.0978754 0.000269266
0.591  0.0979584 0.000200268
0.601  0.0980269 0.000147048
0.611  0.0980827 0.0001064
0.621  0.0981277 7.57021e-05
0.631  0.0981634 5.28214e-05
0.641  0.0981914 3.60263e-05
0.651  0.0982128 2.39187e-05
0.661  0.0982289 1.53764e-05
0.671  0.0982406 9.50475e-06
0.681  0.0982489 5.59623e-06
0.691  0.0982545 3.09746e-06
0.701  0.0982581 1.58114e-06
0.711  0.0982603 7.23003e-07
0.721  0.0982615 2.82647e-07
0.731  0.098262 8.7684e-08
