0.011  7.82451e-06 3.98635
0.021  5.43285e-05 3.95218
0.031  0.000173917 3.89729
0.041  0.000399584 3.82239
0.051  0.000762276 3.72848
0.061  0.00129029 3.61683
0.071  0.00200873 3.48893
0.081  0.00293899 3.34649
0.091  0.00409838 3.19136
0.101  0.00549973 3.02557
0.111  0.00715118 2.8512
0.121  0.00905602 2.67044
0.131  0.0112126 2.48548
0.141  0.0136144 2.29849
0.151  0.0162501 2.1116
0.161  0.0191041 1.92681
0.171  0.0221565 1.74603
0.181  0.0253839 1.57096
0.191  0.0287596 1.40313
0.201  0.0322545 1.24385
0.211  0.0358375 1.09416
0.221  0.0394766 0.954892
0.231  0.043139 0.82659
0.241  0.0467924 0.709563
0.251  0.0504054 0.60388
0.261  0.0539478 0.509394
0.271  0.0573919 0.425763
0.281  0.0607122 0.352483
0.291  0.0638861 0.288921
0.301  0.0668943 0.234351
0.311  0.0697205 0.187983
0.321  0.0723518 0.148998
0.331  0.0747785 0.116572
0.341  0.0769943 0.0899055
0.351  0.0789956 0.0682336
0.361  0.0807816 0.0508447
0.371  0.0823544 0.0370868
0.381  0.0837181 0.0263728
0.391  0.0848793 0.0181813
0.401  0.0858465 0.0120552
0.411  0.0866299 0.00759813
0.421  0.0872418 0.0044699
0.431  0.0876962 0.00238065
0.441  0.0880093 0.00108478
0.451  0.0881996 0.000374601
0.461  0.0882864 8.04883e-05
