0.011  3.40917e-06 0.998692
0.021  2.37141e-05 0.99553
0.031  7.61527e-05 0.990428
0.041  0.000175735 0.983409
0.051  0.000337135 0.97451
0.061  0.000574593 0.963782
0.071  0.000901809 0.951283
0.081  0.00133185 0.937083
0.091  0.00187706 0.921259
0.101  0.00254898 0.903898
0.111  0.00335826 0.885092
0.121  0.0043146 0.864941
0.131  0.00542666 0.84355
0.141  0.00670207 0.821028
0.151  0.0081473 0.797489
0.161  0.00976767 0.77305
0.171  0.0115673 0.747828
0.181  0.0135492 0.721942
0.191  0.0157149 0.695512
0.201  0.0180651 0.668656
0.211  0.020599 0.641491
0.221  0.0233145 0.614131
0.231  0.0262088 0.586687
0.241  0.0292774 0.559266
0.251  0.032515 0.531972
0.261  0.0359153 0.504901
0.271  0.0394708 0.478147
0.281  0.0431731 0.451795
0.291  0.0470129 0.425925
0.301  0.0509802 0.40061
0.311  0.0550642 0.375919
0.321  0.0592534 0.351909
0.331  0.0635357 0.328635
0.341  0.0678986 0.306141
0.351  0.072329 0.284468
0.361  0.0768135 0.263648
0.371  0.0813387 0.243706
0.381  0.0858907 0.224662
0.391  0.0904557 0.206529
0.401  0.0950197 0.189315
0.411  0.0995691 0.173021
0.421  0.10409 0.157646
0.431  0.10857 0.143181
0.441  0.112994 0.129614
0.451  0.117351 0.116928
0.461  0.121628 0.105105
0.471  0.125813 0.0941217
0.481  0.129895 0.0839517
0.491  0.133864 0.0745675
0.501  0.137708 0.0659389
0.511  0.14142 0.0580343
0.521  0.144989 0.0508206
0.531  0.148409 0.0442639
0.541  0.151672 0.0383293
0.551  0.154772 0.0329819
0.561  0.157704 0.0281865
0.571  0.160463 0.0239079
0.581  0.163045 0.0201114
0.591  0.165448 0.0167627
0.601  0.167669 0.0138285
0.611  0.169709 0.0112759
0.621  0.171566 0.00907335
0.631  0.173242 0.00719015
0.641  0.174739 0.00559687
0.651  0.17606 0.00426527
0.661  0.177209 0.00316839
0.671  0.178191 0.00228051
0.681  0.179013 0.00157722
0.691  0.179681 0.00103534
0.701  0.180205 0.000632857
0.711  0.180595 0.000348858
0.721  0.180865 0.000163335
0.731  0.181027 5.6971e-05
0.741  0.181099 1.24142e-05
