0.000000 1.907324 -6.709654 -3.317836 -1646.864468
0.001000 1.907259 -6.712435 -3.319415 -914.453296
0.002000 1.907060 -6.709561 -3.318275 -914.453343
0.003000 1.906722 -6.704749 -3.316376 -914.453407
0.004000 1.906243 -6.697950 -3.313692 -914.453489
0.005000 1.905620 -6.689222 -3.310260 -914.453589
0.006000 1.904851 -6.678511 -3.306054 -914.453707
0.007000 1.903932 -6.665794 -3.301067 -914.453843
0.008000 1.902859 -6.651026 -3.295280 -914.453998
0.009000 1.901627 -6.634198 -3.288696 -914.454173
0.010000 1.900230 -6.615298 -3.281315 -914.454366
0.011000 1.898662 -6.594272 -3.273115 -914.454580
0.012000 1.896918 -6.571082 -3.264084 -914.454813
0.013000 1.894989 -6.545686 -3.254208 -914.455067
0.014000 1.892868 -6.518040 -3.243473 -914.455342
0.015000 1.890546 -6.488095 -3.231862 -914.455639
0.016000 1.888015 -6.455780 -3.219347 -914.455958
0.017000 1.885265 -6.421061 -3.205919 -914.456299
0.018000 1.882285 -6.383877 -3.191558 -914.456662
0.019000 1.879064 -6.344189 -3.176250 -914.457049
0.020000 1.875590 -6.301909 -3.159961 -914.457460
0.021000 1.871851 -6.256971 -3.142665 -914.457894
0.022000 1.867834 -6.209283 -3.124323 -914.458352
0.023000 1.863525 -6.158809 -3.104925 -914.458834
0.024000 1.858909 -6.105451 -3.084427 -914.459340
0.025000 1.853971 -6.049128 -3.062795 -914.459871
0.026000 1.848696 -5.989737 -3.039980 -914.460425
0.027000 1.843066 -5.927231 -3.015962 -914.461002
0.028000 1.837066 -5.861501 -2.990686 -914.461602
0.029000 1.830677 -5.792476 -2.964117 -914.462209
0.030000 1.823881 -5.719996 -2.936168 -914.462850
0.031000 1.816659 -5.644055 -2.906832 -914.463500
0.032000 1.808994 -5.564511 -2.876026 -914.464176
0.033000 1.800864 -5.481279 -2.843694 -914.464867
0.034000 1.792252 -5.394287 -2.809781 -914.465555
0.035000 1.783138 -5.303403 -2.774198 -914.466256
0.036000 1.773502 -5.208541 -2.736868 -914.466960
0.037000 1.763326 -5.109635 -2.697726 -914.467681
0.038000 1.752591 -5.006585 -2.656677 -914.468382
0.039000 1.741279 -4.899417 -2.613689 -914.469065
0.040000 1.729374 -4.787987 -2.568625 -914.469730
0.041000 1.716860 -4.672259 -2.521398 -914.470356
0.042000 1.703723 -4.552151 -2.471885 -914.470959
0.043000 1.689950 -4.427593 -2.419955 -914.471523
0.044000 1.675533 -4.298729 -2.365589 -914.471996
0.045000 1.660464 -4.165368 -2.308557 -914.472403
0.046000 1.644739 -4.027575 -2.248762 -914.472752
0.047000 1.628359 -3.885556 -2.186179 -914.472996
0.048000 1.611326 -3.739229 -2.120591 -914.473153
0.049000 1.593650 -3.588738 -2.051899 -914.473188
0.050000 1.575343 -3.434374 -1.980080 -914.473025
0.051000 1.556425 -3.276055 -1.904859 -914.472756
0.052000 1.536920 -3.114104 -1.826197 -914.472374
0.053000 1.516860 -2.948627 -1.743902 -914.471776
0.054000 1.496282 -2.780184 -1.658062 -914.470993
0.055000 1.475230 -2.608806 -1.568406 -914.470029
0.056000 1.453756 -2.435151 -1.475076 -914.468902
0.057000 1.431919 -2.259473 -1.377934 -914.467600
0.058000 1.409782 -2.082237 -1.276992 -914.466139
0.059000 1.387419 -1.904008 -1.172337 -914.464480
0.060000 1.364907 -1.725187 -1.063959 -914.462689
0.061000 1.342329 -1.546405 -0.952031 -914.460815
0.062000 1.319773 -1.368004 -0.836545 -914.458795
0.063000 1.297329 -1.190912 -0.717972 -914.456704
0.064000 1.275093 -1.015504 -0.596416 -914.454577
0.065000 1.253158 -0.842609 -0.472389 -914.452430
0.066000 1.231620 -0.672586 -0.346099 -914.450296
0.067000 1.210573 -0.506230 -0.218174 -914.448226
0.068000 1.190105 -0.344199 -0.089217 -914.446261
0.069000 1.170303 -0.186831 0.040356 -914.444426
0.070000 1.151248 -0.034722 0.169840 -914.442751
0.071000 1.133013 0.111597 0.298496 -914.441254
0.072000 1.115662 0.252013 0.425887 -914.439963
0.073000 1.099254 0.385552 0.550740 -914.438901
0.074000 1.083834 0.512584 0.672936 -914.438072
0.075000 1.069440 0.632407 0.791344 -914.437500
0.076000 1.056100 0.744871 0.905303 -914.437120
0.077000 1.043832 0.849765 1.014083 -914.436979
0.078000 1.032643 0.947274 1.117330 -914.437042
0.079000 1.022533 1.037185 1.214329 -914.437317
0.080000 1.013493 1.119769 1.304862 -914.437756
0.081000 1.005506 1.194976 1.388433 -914.438361
0.082000 0.998549 1.263049 1.464884 -914.439076
0.083000 0.992594 1.323880 1.533758 -914.439893
0.084000 0.987606 1.377958 1.595251 -914.440806
0.085000 0.983548 1.425526 1.649371 -914.441771
0.086000 0.980380 1.466438 1.695785 -914.442802
0.087000 0.978058 1.501170 1.734847 -914.443839
0.088000 0.976539 1.530113 1.766873 -914.444886
0.089000 0.975777 1.553434 1.791996 -914.445930
