0.000000 0.000000
0.085079 0.000000
0.170158 0.000000
0.255237 0.000000
0.340316 0.000000
0.425395 0.000000
0.510474 0.000000
0.595553 0.000000
0.680633 0.000000
0.765712 0.000000
0.850791 0.000000
0.935870 0.000000
1.020949 0.000000
1.106028 0.000000
1.191107 0.000000
1.276186 0.000000
1.361265 0.000000
1.446344 0.000000
1.531423 0.000000
1.616502 0.000000
1.701581 0.000000
1.786660 0.000000
1.871739 0.000000
1.956818 0.000000
2.041898 0.000000
2.126977 0.000000
2.212056 0.000000
2.297135 0.000000
2.382214 0.000000
2.467293 0.000000
2.552372 0.000000
2.637451 0.000000
2.722530 0.000000
2.807609 0.000000
2.892688 0.000000
2.977767 0.781250
3.062846 0.000000
3.147925 0.000000
3.233004 0.000000
3.318083 0.000000
3.403163 0.000000
3.488242 0.000000
3.573321 0.000000
3.658400 0.000000
3.743479 0.000000
3.828558 0.000000
3.913637 0.000000
3.998716 0.390625
4.083795 0.000000
4.168874 0.000000
4.253953 0.000000
4.339032 0.000000
4.424111 0.000000
4.509190 0.000000
4.594269 0.000000
4.679348 0.000000
4.764428 0.000000
4.849507 0.000000
4.934586 0.000000
5.019665 0.390625
5.104744 0.390625
5.189823 0.000000
5.274902 0.000000
5.359981 0.390625
5.445060 0.000000
5.530139 0.000000
5.615218 0.390625
5.700297 0.000000
5.785376 0.390625
5.870455 0.390625
5.955534 0.000000
6.040613 0.390625
6.125693 0.390625
6.210772 0.000000
6.295851 0.000000
6.380930 0.000000
6.466009 0.390625
6.551088 0.000000
6.636167 0.390625
6.721246 0.000000
6.806325 0.000000
6.891404 0.000000
6.976483 0.781250
7.061562 0.000000
7.146641 0.000000
7.231720 0.000000
7.316799 0.390625
7.401878 0.390625
7.486958 0.000000
7.572037 0.000000
7.657116 0.000000
7.742195 0.390625
7.827274 0.390625
7.912353 0.000000
7.997432 0.000000
8.082511 0.781250
8.167590 0.781250
8.252669 0.000000
8.337748 0.000000
8.422827 0.000000
8.507906 0.000000
8.592985 0.000000
8.678064 0.000000
8.763143 0.390625
8.848223 0.000000
8.933302 0.781250
9.018381 0.390625
9.103460 0.390625
9.188539 0.781250
9.273618 0.390625
9.358697 0.000000
9.443776 0.390625
9.528855 0.000000
9.613934 0.390625
9.699013 0.390625
9.784092 0.000000
9.869171 0.000000
9.954250 0.781250
10.039329 1.171875
10.124409 0.390625
10.209488 0.000000
10.294567 0.390625
10.379646 0.390625
10.464725 0.390625
10.549804 0.781250
10.634883 0.390625
10.719962 0.781250
10.805041 0.390625
10.890120 0.781250
10.975199 1.562500
