0.002  2.08249e-08 3.99997
0.003  7.73492e-08 3.99991
0.004  1.87422e-07 3.99982
0.005  3.68892e-07 3.9997
0.006  6.39606e-07 3.99956
0.007  1.01741e-06 3.99939
0.008  1.52015e-06 3.99919
0.009  2.16566e-06 3.99896
0.01  2.97179e-06 3.99871
0.011  3.95637e-06 3.99843
0.012  5.13724e-06 3.99813
0.013  6.53222e-06 3.99779
0.014  8.15916e-06 3.99744
0.015  1.00359e-05 3.99705
0.016  1.21802e-05 3.99664
0.017  1.46099e-05 3.9962
0.018  1.73428e-05 3.99574
0.019  2.03967e-05 3.99525
0.02  2.37895e-05 3.99473
0.021  2.75389e-05 3.99419
0.022  3.16628e-05 3.99362
0.023  3.61788e-05 3.99302
0.024  4.11048e-05 3.9924
0.025  4.64586e-05 3.99175
0.026  5.22578e-05 3.99107
0.027  5.85204e-05 3.99037
0.028  6.5264e-05 3.98964
0.029  7.25064e-05 3.98888
0.03  8.02652e-05 3.9881
0.031  8.85584e-05 3.98729
0.032  9.74034e-05 3.98646
0.033  0.000106818 3.9856
0.034  0.00011682 3.98471
0.035  0.000127427 3.9838
0.036  0.000138657 3.98286
0.037  0.000150528 3.98189
0.038  0.000163056 3.9809
0.039  0.00017626 3.97988
0.04  0.000190158 3.97883
0.041  0.000204767 3.97776
0.042  0.000220104 3.97666
0.043  0.000236187 3.97554
0.044  0.000253034 3.97439
0.045  0.000270663 3.97321
0.046  0.000289091 3.97201
0.047  0.000308335 3.97078
0.048  0.000328414 3.96953
0.049  0.000349344 3.96824
0.05  0.000371143 3.96694
0.051  0.000393829 3.9656
0.052  0.000417419 3.96424
0.053  0.00044193 3.96286
0.054  0.000467381 3.96144
0.055  0.000493788 3.96001
0.056  0.00052117 3.95854
0.057  0.000549542 3.95705
0.058  0.000578924 3.95554
0.059  0.000609331 3.95399
0.06  0.000640783 3.95243
0.061  0.000673295 3.95083
0.062  0.000706885 3.94921
0.063  0.000741571 3.94757
0.064  0.00077737 3.94589
0.065  0.000814299 3.9442
0.066  0.000852376 3.94247
0.067  0.000891617 3.94072
0.068  0.00093204 3.93895
0.069  0.000973663 3.93715
0.07  0.0010165 3.93532
0.071  0.00106057 3.93347
0.072  0.0011059 3.93159
0.073  0.00115249 3.92969
0.074  0.00120036 3.92776
0.075  0.00124954 3.9258
0.076  0.00130004 3.92382
0.077  0.00135187 3.92181
0.078  0.00140505 3.91978
0.079  0.00145961 3.91772
0.08  0.00151555 3.91564
0.081  0.0015729 3.91353
0.082  0.00163167 3.9114
0.083  0.00169188 3.90924
0.084  0.00175354 3.90705
0.085  0.00181667 3.90484
0.086  0.00188129 3.90261
0.087  0.00194742 3.90035
0.088  0.00201507 3.89806
0.089  0.00208426 3.89575
0.09  0.002155 3.89341
0.091  0.00222732 3.89105
0.092  0.00230122 3.88866
0.093  0.00237673 3.88625
0.094  0.00245387 3.88381
0.095  0.00253264 3.88135
0.096  0.00261307 3.87886
0.097  0.00269517 3.87635
0.098  0.00277896 3.87381
0.099  0.00286446 3.87125
0.1  0.00295168 3.86866
0.101  0.00304063 3.86605
0.102  0.00313134 3.86341
0.103  0.00322382 3.86075
0.104  0.00331809 3.85806
0.105  0.00341417 3.85535
0.106  0.00351206 3.85262
0.107  0.00361179 3.84986
0.108  0.00371338 3.84707
0.109  0.00381683 3.84426
0.11  0.00392217 3.84142
0.111  0.00402941 3.83856
0.112  0.00413856 3.83568
0.113  0.00424965 3.83277
0.114  0.00436269 3.82984
0.115  0.0044777 3.82688
0.116  0.00459469 3.8239
0.117  0.00471367 3.82089
0.118  0.00483467 3.81786
0.119  0.0049577 3.81481
0.12  0.00508278 3.81173
0.121  0.00520991 3.80863
0.122  0.00533913 3.8055
0.123  0.00547043 3.80235
0.124  0.00560385 3.79917
0.125  0.00573939 3.79597
0.126  0.00587707 3.79275
0.127  0.0060169 3.7895
0.128  0.00615891 3.78623
0.129  0.00630311 3.78294
0.13  0.0064495 3.77962
0.131  0.00659812 3.77627
0.132  0.00674897 3.77291
0.133  0.00690207 3.76952
0.134  0.00705743 3.7661
0.135  0.00721507 3.76267
0.136  0.00737501 3.75921
0.137  0.00753726 3.75572
0.138  0.00770183 3.75221
0.139  0.00786874 3.74868
0.14  0.00803801 3.74513
0.141  0.00820965 3.74155
0.142  0.00838368 3.73795
0.143  0.00856011 3.73432
0.144  0.00873895 3.73067
0.145  0.00892023 3.727
0.146  0.00910395 3.72331
0.147  0.00929014 3.71959
0.148  0.0094788 3.71585
0.149  0.00966995 3.71209
0.15  0.0098636 3.7083
0.151  0.0100598 3.70449
0.152  0.0102585 3.70066
0.153  0.0104597 3.69681
0.154  0.0106636 3.69293
0.155  0.01087 3.68903
0.156  0.011079 3.68511
0.157  0.0112906 3.68116
0.158  0.0115048 3.67719
0.159  0.0117217 3.6732
0.16  0.0119412 3.66919
0.161  0.0121634 3.66515
0.162  0.0123882 3.6611
0.163  0.0126158 3.65702
0.164  0.012846 3.65292
0.165  0.013079 3.64879
0.166  0.0133147 3.64465
0.167  0.0135532 3.64048
0.168  0.0137944 3.63629
